session_id,experiment_variant,converted,revenue
s2092,v1,0,0
s1001,control,0,0
s1686,v1,0,0
s737,control,0,0
s2748,v1,0,0
s2404,v1,0,0
s1958,v1,0,0
s2117,v1,0,0
s747,control,0,0
s57,control,0,0
s2440,v1,0,0
s940,control,0,0
s2644,v1,0,0
s346,control,0,0
s2118,v1,0,0
s928,control,0,0
s787,control,0,0
s553,control,0,0
s1478,control,0,0
s2609,v1,0,0
s424,control,0,0
s1943,v1,0,0
s362,control,0,0
s1674,v1,0,0
s725,control,0,0
s2149,v1,1,47.07
s192,control,0,0
s1353,control,0,0
s820,control,0,0
s323,control,0,0
s2161,v1,0,0
s498,control,0,0
s742,control,0,0
s621,control,0,0
s686,control,0,0
s504,control,0,0
s1480,control,0,0
s2731,v1,0,0
s790,control,0,0
s618,control,0,0
s319,control,0,0
s1727,v1,1,47.41
s2957,v1,0,0
s2046,v1,0,0
s824,control,0,0
s2452,v1,0,0
s887,control,0,0
s401,control,0,0
s500,control,0,0
s2510,v1,0,0
s2672,v1,0,0
s587,control,0,0
s1798,v1,1,79.91
s1683,v1,0,0
s768,control,0,0
s1247,control,1,72.13
s2612,v1,1,50.4
s825,control,1,26.62
s931,control,0,0
s1670,v1,0,0
s1311,control,0,0
s1931,v1,0,0
s797,control,0,0
s1806,v1,0,0
s2703,v1,1,71.54
s1628,v1,0,0
s306,control,0,0
s2361,v1,0,0
s1469,control,0,0
s2433,v1,0,0
s721,control,0,0
s89,control,0,0
s1588,v1,0,0
s496,control,0,0
s964,control,0,0
s2929,v1,0,0
s524,control,0,0
s2199,v1,0,0
s1454,control,0,0
s2876,v1,0,0
s2488,v1,0,0
s1287,control,0,0
s1061,control,0,0
s421,control,0,0
s2963,v1,0,0
s1532,v1,0,0
s702,control,0,0
s1876,v1,0,0
s2070,v1,0,0
s2416,v1,0,0
s1607,v1,0,0
s1888,v1,0,0
s131,control,0,0
s2328,v1,0,0
s1920,v1,0,0
s1069,control,0,0
s2986,v1,0,0
s1169,control,0,0
s1165,control,0,0
s2777,v1,0,0
s778,control,0,0
s1890,v1,0,0
s860,control,0,0
s1205,control,0,0
s1461,control,0,0
s2819,v1,0,0
s1745,v1,0,0
s2412,v1,0,0
s1190,control,0,0
s2639,v1,0,0
s526,control,0,0
s2082,v1,0,0
s2833,v1,0,0
s1365,control,0,0
s1360,control,0,0
s593,control,0,0
s2142,v1,0,0
s1602,v1,0,0
s462,control,0,0
s776,control,0,0
s2851,v1,0,0
s1591,v1,0,0
s2712,v1,1,78.45
s2482,v1,0,0
s1072,control,0,0
s1380,control,0,0
s1315,control,1,36.25
s2951,v1,0,0
s2437,v1,0,0
s1697,v1,0,0
s2914,v1,0,0
s1341,control,0,0
s40,control,0,0
s573,control,0,0
s1848,v1,0,0
s158,control,0,0
s154,control,0,0
s281,control,0,0
s1104,control,0,0
s976,control,0,0
s2761,v1,0,0
s570,control,0,0
s2778,v1,0,0
s576,control,0,0
s2560,v1,0,0
s1625,v1,0,0
s1065,control,0,0
s1141,control,0,0
s477,control,0,0
s856,control,0,0
s550,control,0,0
s427,control,0,0
s1531,v1,0,0
s2616,v1,0,0
s2434,v1,0,0
s2897,v1,0,0
s2627,v1,0,0
s1388,control,0,0
s1910,v1,0,0
s834,control,0,0
s1197,control,0,0
s1486,control,0,0
s1134,control,0,0
s44,control,0,0
s2429,v1,0,0
s2327,v1,0,0
s1540,v1,0,0
s137,control,0,0
s918,control,0,0
s2015,v1,1,57.81
s643,control,0,0
s958,control,0,0
s653,control,0,0
s284,control,0,0
s1658,v1,0,0
s1428,control,0,0
s622,control,0,0
s2028,v1,0,0
s491,control,0,0
s880,control,0,0
s724,control,0,0
s1244,control,0,0
s1962,v1,0,0
s2428,v1,0,0
s309,control,0,0
s2018,v1,0,0
s1304,control,1,61.9
s1700,v1,0,0
s1678,v1,0,0
s1354,control,0,0
s2902,v1,0,0
s210,control,0,0
s2799,v1,0,0
s2625,v1,0,0
s1081,control,0,0
s2134,v1,0,0
s1414,control,1,53.1
s2735,v1,0,0
s2456,v1,0,0
s750,control,0,0
s1089,control,0,0
s2726,v1,0,0
s842,control,0,0
s981,control,0,0
s1323,control,0,0
s2101,v1,0,0
s1156,control,0,0
s1569,v1,0,0
s1303,control,0,0
s2212,v1,1,70.47
s943,control,0,0
s1014,control,0,0
s2643,v1,0,0
s1075,control,0,0
s589,control,1,71.28
s385,control,0,0
s2373,v1,0,0
s140,control,0,0
s459,control,0,0
s1691,v1,0,0
s1070,control,0,0
s1664,v1,0,0
s2805,v1,0,0
s1959,v1,0,0
s2772,v1,0,0
s1972,v1,0,0
s1041,control,0,0
s2870,v1,0,0
s2669,v1,0,0
s1572,v1,0,0
s1034,control,0,0
s2176,v1,0,0
s2337,v1,0,0
s2255,v1,0,0
s139,control,0,0
s960,control,0,0
s1719,v1,0,0
s2854,v1,0,0
s2371,v1,0,0
s350,control,0,0
s1358,control,0,0
s2988,v1,0,0
s1504,v1,0,0
s1567,v1,0,0
s26,control,0,0
s1492,control,0,0
s754,control,0,0
s620,control,0,0
s1142,control,0,0
s280,control,0,0
s51,control,0,0
s1536,v1,0,0
s2221,v1,0,0
s454,control,0,0
s2804,v1,0,0
s243,control,0,0
s1290,control,0,0
s1174,control,0,0
s320,control,0,0
s728,control,0,0
s1514,v1,1,55.41
s2341,v1,0,0
s1775,v1,0,0
s1220,control,0,0
s879,control,0,0
s2711,v1,0,0
s2650,v1,0,0
s2610,v1,0,0
s1239,control,0,0
s1631,v1,0,0
s1008,control,0,0
s2790,v1,0,0
s1463,control,0,0
s1129,control,0,0
s756,control,0,0
s1605,v1,0,0
s1066,control,0,0
s871,control,0,0
s1109,control,0,0
s2343,v1,0,0
s1464,control,0,0
s883,control,0,0
s1067,control,0,0
s1224,control,1,63.81
s2301,v1,0,0
s508,control,0,0
s37,control,0,0
s827,control,0,0
s2892,v1,1,64.45
s2405,v1,0,0
s2973,v1,0,0
s939,control,0,0
s1715,v1,0,0
s1049,control,0,0
s2483,v1,0,0
s987,control,0,0
s1620,v1,0,0
s14,control,0,0
s726,control,0,0
s1583,v1,0,0
s449,control,0,0
s1794,v1,0,0
s731,control,0,0
s2651,v1,0,0
s141,control,0,0
s1971,v1,0,0
s2258,v1,0,0
s1750,v1,0,0
s668,control,0,0
s2620,v1,0,0
s2333,v1,1,59.78
s830,control,0,0
s255,control,1,46.37
s541,control,0,0
s818,control,0,0
s1009,control,0,0
s21,control,0,0
s2558,v1,0,0
s530,control,1,38.44
s2580,v1,0,0
s2706,v1,0,0
s2008,v1,0,0
s2554,v1,0,0
s888,control,0,0
s760,control,0,0
s2035,v1,0,0
s2083,v1,1,88.71
s519,control,0,0
s1150,control,0,0
s2053,v1,0,0
s2853,v1,0,0
s457,control,0,0
s1040,control,0,0
s169,control,0,0
s2708,v1,0,0
s2785,v1,0,0
s1665,v1,0,0
s1598,v1,0,0
s39,control,0,0
s2794,v1,0,0
s1084,control,0,0
s2605,v1,0,0
s881,control,1,49.97
s1537,v1,0,0
s1440,control,0,0
s2247,v1,0,0
s1103,control,0,0
s1470,control,0,0
s912,control,0,0
s1761,v1,0,0
s1274,control,0,0
s1136,control,0,0
s1392,control,0,0
s947,control,0,0
s2454,v1,0,0
s672,control,0,0
s915,control,0,0
s2540,v1,0,0
s1571,v1,0,0
s1629,v1,0,0
s540,control,0,0
s1737,v1,0,0
s2153,v1,0,0
s2518,v1,0,0
s90,control,0,0
s173,control,0,0
s225,control,0,0
s72,control,0,0
s2219,v1,1,59.25
s1322,control,0,0
s2632,v1,0,0
s2563,v1,0,0
s2565,v1,0,0
s364,control,1,62.45
s1284,control,0,0
s1044,control,0,0
s402,control,0,0
s933,control,0,0
s2236,v1,0,0
s1756,v1,0,0
s683,control,0,0
s66,control,0,0
s2600,v1,0,0
s539,control,0,0
s2051,v1,0,0
s2386,v1,0,0
s23,control,0,0
s466,control,0,0
s2667,v1,0,0
s2224,v1,0,0
s815,control,0,0
s1036,control,0,0
s678,control,0,0
s384,control,0,0
s113,control,0,0
s2220,v1,0,0
s2218,v1,0,0
s2417,v1,0,0
s119,control,0,0
s1204,control,0,0
s476,control,0,0
s560,control,0,0
s2045,v1,0,0
s1650,v1,0,0
s2638,v1,0,0
s1007,control,0,0
s2143,v1,0,0
s2073,v1,1,38.88
s460,control,0,0
s989,control,0,0
s2797,v1,0,0
s849,control,0,0
s2611,v1,0,0
s1477,control,0,0
s983,control,0,0
s1984,v1,0,0
s1994,v1,1,47.61
s2998,v1,0,0
s1785,v1,0,0
s2544,v1,0,0
s2824,v1,0,0
s70,control,0,0
s219,control,0,0
s2265,v1,0,0
s2408,v1,0,0
s2364,v1,0,0
s2996,v1,0,0
s1328,control,0,0
s1264,control,0,0
s2985,v1,0,0
s2675,v1,0,0
s2533,v1,0,0
s646,control,0,0
s2415,v1,0,0
s110,control,0,0
s2025,v1,0,0
s27,control,0,0
s670,control,0,0
s1932,v1,0,0
s41,control,0,0
s945,control,0,0
s1728,v1,0,0
s2457,v1,0,0
s1981,v1,0,0
s361,control,0,0
s1616,v1,0,0
s61,control,0,0
s565,control,0,0
s2583,v1,0,0
s1790,v1,0,0
s2094,v1,0,0
s2528,v1,0,0
s32,control,0,0
s253,control,0,0
s1985,v1,0,0
s2259,v1,0,0
s2622,v1,0,0
s1522,v1,0,0
s312,control,0,0
s2946,v1,1,65.32
s1149,control,0,0
s2122,v1,0,0
s2602,v1,0,0
s1071,control,0,0
s296,control,0,0
s1183,control,0,0
s2511,v1,0,0
s2700,v1,0,0
s807,control,0,0
s898,control,0,0
s2856,v1,0,0
s784,control,0,0
s542,control,0,0
s2550,v1,1,79.68
s1948,v1,0,0
s1245,control,0,0
s2521,v1,0,0
s1401,control,0,0
s1018,control,0,0
s895,control,0,0
s1460,control,0,0
s890,control,0,0
s522,control,0,0
s739,control,1,66.92
s687,control,0,0
s2262,v1,0,0
s2564,v1,0,0
s1396,control,0,0
s1269,control,0,0
s486,control,0,0
s1928,v1,0,0
s1648,v1,0,0
s2300,v1,0,0
s1302,control,0,0
s970,control,0,0
s2692,v1,0,0
s1270,control,0,0
s955,control,0,0
s554,control,0,0
s1930,v1,0,0
s2943,v1,0,0
s717,control,0,0
s865,control,0,0
s473,control,0,0
s897,control,0,0
s2593,v1,0,0
s2508,v1,0,0
s2472,v1,0,0
s327,control,0,0
s1012,control,0,0
s2193,v1,0,0
s706,control,0,0
s2284,v1,0,0
s488,control,0,0
s2074,v1,0,0
s96,control,0,0
s1208,control,0,0
s1777,v1,0,0
s2981,v1,1,48.72
s2173,v1,0,0
s2266,v1,0,0
s2413,v1,0,0
s1399,control,0,0
s1227,control,0,0
s386,control,0,0
s663,control,0,0
s870,control,0,0
s1228,control,0,0
s1157,control,0,0
s1623,v1,0,0
s8,control,0,0
s1133,control,1,38.78
s1675,v1,0,0
s2047,v1,0,0
s2619,v1,0,0
s2466,v1,0,0
s234,control,1,61.65
s2845,v1,0,0
s1782,v1,1,78.95
s586,control,0,0
s904,control,0,0
s757,control,0,0
s729,control,0,0
s2781,v1,0,0
s336,control,0,0
s942,control,0,0
s1609,v1,0,0
s2903,v1,0,0
s159,control,0,0
s919,control,0,0
s1859,v1,1,72.45
s1861,v1,0,0
s2085,v1,1,84.44
s2603,v1,0,0
s2798,v1,0,0
s2936,v1,0,0
s1760,v1,0,0
s1334,control,0,0
s182,control,0,0
s599,control,0,0
s455,control,0,0
s1059,control,0,0
s2607,v1,0,0
s2157,v1,0,0
s2779,v1,0,0
s2260,v1,0,0
s1661,v1,0,0
s363,control,0,0
s315,control,0,0
s1820,v1,0,0
s56,control,0,0
s2913,v1,0,0
s611,control,0,0
s734,control,0,0
s1271,control,0,0
s2197,v1,0,0
s803,control,0,0
s2463,v1,0,0
s1525,v1,0,0
s986,control,0,0
s1490,control,0,0
s2020,v1,0,0
s877,control,0,0
s103,control,0,0
s2967,v1,0,0
s1123,control,0,0
s1383,control,0,0
s1762,v1,0,0
s2654,v1,0,0
s2598,v1,0,0
s2102,v1,0,0
s1735,v1,0,0
s2559,v1,0,0
s741,control,0,0
s1124,control,0,0
s1377,control,0,0
s2893,v1,0,0
s2682,v1,0,0
s1237,control,0,0
s2076,v1,0,0
s1520,v1,0,0
s2874,v1,1,61.01
s2379,v1,0,0
s1604,v1,0,0
s2641,v1,0,0
s1262,control,0,0
s1746,v1,0,0
s2751,v1,0,0
s1542,v1,0,0
s2278,v1,0,0
s2124,v1,0,0
s36,control,0,0
s245,control,0,0
s2501,v1,0,0
s899,control,0,0
s788,control,0,0
s322,control,0,0
s2393,v1,0,0
s694,control,0,0
s2125,v1,0,0
s2088,v1,0,0
s1033,control,0,0
s300,control,0,0
s1954,v1,0,0
s2789,v1,0,0
s2111,v1,0,0
s2000,v1,0,0
s1473,control,0,0
s2566,v1,0,0
s1505,v1,0,0
s2105,v1,0,0
s2268,v1,0,0
s2569,v1,0,0
s763,control,0,0
s2758,v1,0,0
s591,control,0,0
s2571,v1,0,0
s1574,v1,0,0
s1545,v1,0,0
s1125,control,0,0
s552,control,0,0
s1263,control,0,0
s614,control,0,0
s1997,v1,0,0
s1909,v1,0,0
s2056,v1,0,0
s206,control,0,0
s1502,v1,0,0
s566,control,0,0
s442,control,0,0
s1078,control,0,0
s1411,control,0,0
s2480,v1,0,0
s2075,v1,0,0
s1038,control,0,0
s606,control,0,0
s289,control,0,0
s1255,control,0,0
s965,control,0,0
s984,control,0,0
s1606,v1,0,0
s2539,v1,0,0
s2476,v1,0,0
s1230,control,0,0
s1402,control,0,0
s1317,control,0,0
s1199,control,0,0
s353,control,0,0
s1468,control,0,0
s2709,v1,0,0
s367,control,0,0
s164,control,0,0
s1355,control,0,0
s397,control,0,0
s2477,v1,1,68.92
s2626,v1,0,0
s2964,v1,0,0
s571,control,0,0
s2729,v1,0,0
s2848,v1,0,0
s1422,control,0,0
s175,control,0,0
s1253,control,0,0
s1617,v1,0,0
s1960,v1,0,0
s366,control,0,0
s966,control,0,0
s2365,v1,0,0
s1624,v1,0,0
s87,control,0,0
s1201,control,0,0
s436,control,0,0
s1279,control,0,0
s1801,v1,0,0
s2891,v1,0,0
s2548,v1,0,0
s967,control,0,0
s704,control,0,0
s145,control,0,0
s1209,control,0,0
s2861,v1,0,0
s1779,v1,0,0
s481,control,0,0
s2504,v1,0,0
s995,control,0,0
s114,control,0,0
s922,control,0,0
s681,control,0,0
s1608,v1,0,0
s1013,control,0,0
s1163,control,0,0
s1554,v1,0,0
s2318,v1,0,0
s1327,control,0,0
s951,control,0,0
s996,control,0,0
s709,control,0,0
s2350,v1,0,0
s2448,v1,0,0
s775,control,0,0
s1119,control,0,0
s1916,v1,0,0
s2234,v1,0,0
s782,control,0,0
s410,control,0,0
s274,control,0,0
s991,control,0,0
s2388,v1,0,0
s163,control,0,0
s465,control,0,0
s1272,control,0,0
s2507,v1,0,0
s2812,v1,0,0
s109,control,0,0
s2844,v1,0,0
s1417,control,0,0
s2829,v1,0,0
s1058,control,0,0
s809,control,0,0
s1077,control,0,0
s2174,v1,0,0
s1147,control,0,0
s821,control,0,0
s762,control,0,0
s1010,control,0,0
s1408,control,0,0
s1438,control,0,0
s2728,v1,0,0
s630,control,0,0
s1641,v1,0,0
s2649,v1,0,0
s2302,v1,0,0
s1688,v1,0,0
s65,control,0,0
s869,control,0,0
s839,control,0,0
s1923,v1,0,0
s847,control,0,0
s2098,v1,0,0
s1676,v1,0,0
s1412,control,0,0
s891,control,0,0
s191,control,0,0
s650,control,0,0
s1063,control,0,0
s273,control,0,0
s557,control,0,0
s393,control,0,0
s2590,v1,0,0
s1423,control,0,0
s2723,v1,0,0
s93,control,0,0
s197,control,0,0
s1132,control,0,0
s2939,v1,0,0
s2179,v1,0,0
s301,control,0,0
s317,control,0,0
s433,control,0,0
s2146,v1,0,0
s2971,v1,0,0
s1741,v1,0,0
s325,control,0,0
s2084,v1,0,0
s2916,v1,0,0
s563,control,0,0
s258,control,0,0
s2178,v1,1,56.99
s2759,v1,0,0
s1671,v1,0,0
s501,control,0,0
s226,control,0,0
s1807,v1,0,0
s2068,v1,0,0
s1874,v1,0,0
s2721,v1,0,0
s349,control,0,0
s854,control,0,0
s1966,v1,0,0
s1710,v1,0,0
s329,control,0,0
s2906,v1,0,0
s1501,v1,0,0
s269,control,0,0
s598,control,0,0
s2762,v1,0,0
s261,control,0,0
s2366,v1,0,0
s2308,v1,0,0
s789,control,1,73.11
s1200,control,0,0
s1766,v1,0,0
s1122,control,0,0
s1186,control,0,0
s556,control,0,0
s1800,v1,0,0
s2931,v1,0,0
s1879,v1,0,0
s1824,v1,0,0
s231,control,0,0
s2930,v1,0,0
s1415,control,0,0
s2980,v1,0,0
s885,control,0,0
s2271,v1,0,0
s767,control,0,0
s2403,v1,0,0
s654,control,0,0
s2635,v1,0,0
s2137,v1,0,0
s2012,v1,0,0
s2661,v1,0,0
s590,control,0,0
s1850,v1,0,0
s1246,control,0,0
s2473,v1,0,0
s1048,control,0,0
s2628,v1,0,0
s548,control,0,0
s1161,control,0,0
s561,control,0,0
s2409,v1,0,0
s470,control,0,0
s1706,v1,0,0
s1952,v1,0,0
s1419,control,0,0
s343,control,0,0
s1929,v1,0,0
s518,control,0,0
s2531,v1,0,0
s2339,v1,0,0
s2786,v1,0,0
s1847,v1,0,0
s257,control,0,0
s2983,v1,0,0
s968,control,0,0
s2310,v1,0,0
s1896,v1,0,0
s2435,v1,0,0
s495,control,0,0
s2167,v1,0,0
s205,control,0,0
s2693,v1,0,0
s2621,v1,0,0
s2519,v1,0,0
s2358,v1,0,0
s2232,v1,0,0
s1153,control,0,0
s1974,v1,0,0
s2807,v1,0,0
s816,control,0,0
s2699,v1,1,86.86
s1990,v1,0,0
s582,control,0,0
s1839,v1,0,0
s2773,v1,0,0
s2198,v1,0,0
s1539,v1,1,42.71
s2231,v1,0,0
s15,control,0,0
s1087,control,0,0
s2500,v1,0,0
s1000,control,0,0
s512,control,0,0
s2374,v1,0,0
s1076,control,0,0
s2355,v1,0,0
s1809,v1,1,54.72
s513,control,0,0
s230,control,0,0
s1223,control,0,0
s2189,v1,0,0
s2753,v1,0,0
s2387,v1,0,0
s924,control,0,0
s979,control,0,0
s1776,v1,0,0
s2691,v1,0,0
s190,control,0,0
s1459,control,0,0
s337,control,0,0
s2898,v1,0,0
s11,control,0,0
s174,control,0,0
s1210,control,0,0
s2367,v1,0,0
s275,control,0,0
s2273,v1,0,0
s2741,v1,1,111.55
s211,control,0,0
s2019,v1,0,0
s2217,v1,0,0
s886,control,0,0
s2808,v1,0,0
s2919,v1,0,0
s2062,v1,0,0
s640,control,0,0
s1211,control,0,0
s2546,v1,0,0
s831,control,1,90.22
s1321,control,0,0
s953,control,0,0
s2890,v1,1,69.47
s999,control,0,0
s207,control,0,0
s2109,v1,0,0
s1457,control,0,0
s122,control,0,0
s1898,v1,0,0
s422,control,1,37.48
s1764,v1,0,0
s2181,v1,0,0
s773,control,0,0
s1256,control,0,0
s1286,control,0,0
s2878,v1,0,0
s1508,v1,0,0
s1696,v1,0,0
s1721,v1,0,0
s2023,v1,0,0
s655,control,0,0
s118,control,0,0
s603,control,0,0
s75,control,0,0
s906,control,0,0
s347,control,0,0
s956,control,1,77.22
s1113,control,0,0
s2873,v1,0,0
s1597,v1,0,0
s1369,control,0,0
s202,control,0,0
s669,control,0,0
s2522,v1,0,0
s2447,v1,0,0
s1998,v1,0,0
s374,control,0,0
s2710,v1,0,0
s6,control,0,0
s780,control,0,0
s840,control,0,0
s1503,v1,0,0
s1621,v1,0,0
s351,control,0,0
s2495,v1,0,0
s1202,control,0,0
s1177,control,0,0
s1130,control,0,0
s2630,v1,0,0
s2858,v1,0,0
s2859,v1,0,0
s517,control,0,0
s1349,control,0,0
s1698,v1,0,0
s2822,v1,0,0
s2588,v1,0,0
s478,control,0,0
s2907,v1,0,0
s18,control,0,0
s2155,v1,0,0
s161,control,0,0
s2376,v1,0,0
s1838,v1,0,0
s115,control,0,0
s2029,v1,0,0
s1829,v1,0,0
s2999,v1,0,0
s2432,v1,0,0
s538,control,0,0
s2834,v1,0,0
s2160,v1,0,0
s2864,v1,0,0
s520,control,0,0
s2100,v1,0,0
s407,control,0,0
s2543,v1,0,0
s2694,v1,0,0
s368,control,0,0
s1465,control,0,0
s1037,control,0,0
s2535,v1,0,0
s2303,v1,1,44.54
s1310,control,0,0
s1751,v1,0,0
s1860,v1,0,0
s2696,v1,0,0
s699,control,0,0
s894,control,0,0
s390,control,0,0
s1064,control,0,0
s94,control,0,0
s287,control,0,0
s1577,v1,0,0
s1804,v1,0,0
s2811,v1,0,0
s1101,control,0,0
s2091,v1,1,36.89
s2865,v1,0,0
s1570,v1,0,0
s551,control,0,0
s1899,v1,0,0
s2899,v1,0,0
s445,control,0,0
s2324,v1,0,0
s647,control,0,0
s2787,v1,0,0
s396,control,0,0
s1015,control,0,0
s535,control,0,0
s1420,control,0,0
s227,control,0,0
s1547,v1,0,0
s1273,control,0,0
s547,control,0,0
s1166,control,0,0
s2541,v1,0,0
s1672,v1,0,0
s268,control,0,0
s1466,control,0,0
s2191,v1,0,0
s1090,control,0,0
s2147,v1,0,0
s2001,v1,0,0
s1389,control,0,0
s1195,control,0,0
s1707,v1,0,0
s1236,control,1,70.78
s2145,v1,0,0
s59,control,0,0
s2515,v1,0,0
s2509,v1,0,0
s1233,control,0,0
s2704,v1,0,0
s2362,v1,0,0
s802,control,0,0
s1391,control,0,0
s188,control,0,0
s1462,control,0,0
s1733,v1,0,0
s2884,v1,0,0
s376,control,0,0
s510,control,0,0
s2430,v1,0,0
s2926,v1,0,0
s2359,v1,1,75.48
s2883,v1,1,28.51
s265,control,0,0
s1126,control,1,65.16
s1296,control,0,0
s1618,v1,0,0
s2335,v1,0,0
s2581,v1,0,0
s2520,v1,0,0
s1335,control,0,0
s2911,v1,1,66.56
s47,control,0,0
s1626,v1,0,0
s2990,v1,0,0
s859,control,0,0
s142,control,0,0
s811,control,0,0
s2431,v1,0,0
s1986,v1,0,0
s2014,v1,0,0
s1326,control,0,0
s20,control,0,0
s256,control,0,0
s1489,control,0,0
s1499,control,0,0
s697,control,0,0
s60,control,0,0
s1883,v1,0,0
s2582,v1,0,0
s302,control,1,60.38
s1987,v1,0,0
s1913,v1,0,0
s216,control,0,0
s2251,v1,0,0
s222,control,0,0
s1429,control,0,0
s2677,v1,0,0
s1390,control,0,0
s341,control,0,0
s1452,control,0,0
s718,control,0,0
s1257,control,0,0
s711,control,0,0
s85,control,0,0
s549,control,0,0
s2857,v1,0,0
s2678,v1,0,0
s908,control,0,0
s2738,v1,0,0
s929,control,0,0
s1003,control,0,0
s1630,v1,0,0
s16,control,0,0
s2877,v1,0,0
s446,control,0,0
s2246,v1,0,0
s1812,v1,0,0
s1849,v1,0,0
s615,control,0,0
s841,control,0,0
s2814,v1,0,0
s1660,v1,0,0
s1552,v1,0,0
s278,control,0,0
s2502,v1,0,0
s1506,v1,0,0
s2553,v1,0,0
s2875,v1,0,0
s817,control,0,0
s1831,v1,1,64.66
s2396,v1,0,0
s195,control,0,0
s2905,v1,0,0
s2097,v1,0,0
s252,control,0,0
s1611,v1,0,0
s179,control,0,0
s2737,v1,0,0
s305,control,0,0
s2760,v1,0,0
s2836,v1,0,0
s1680,v1,0,0
s153,control,0,0
s475,control,1,37.86
s927,control,0,0
s713,control,0,0
s866,control,0,0
s1055,control,0,0
s602,control,0,0
s559,control,0,0
s1329,control,0,0
s2469,v1,0,0
s2151,v1,0,0
s1112,control,0,0
s2087,v1,0,0
s1439,control,0,0
s525,control,0,0
s1936,v1,0,0
s2378,v1,0,0
s1139,control,0,0
s1821,v1,0,0
s420,control,0,0
s2245,v1,0,0
s1079,control,0,0
s333,control,0,0
s485,control,0,0
s993,control,0,0
s409,control,1,70.14
s971,control,0,0
s2813,v1,0,0
s2923,v1,0,0
s2718,v1,0,0
s531,control,0,0
s80,control,0,0
s1280,control,0,0
s2872,v1,0,0
s1432,control,0,0
s2484,v1,0,0
s1976,v1,0,0
s1884,v1,1,48.93
s812,control,0,0
s1002,control,0,0
s936,control,0,0
s2171,v1,0,0
s78,control,0,0
s1276,control,0,0
s2442,v1,0,0
s2896,v1,0,0
s1783,v1,0,0
s2150,v1,0,0
s1937,v1,0,0
s2110,v1,0,0
s1681,v1,0,0
s2955,v1,0,0
s1367,control,0,0
s746,control,0,0
s450,control,1,83.36
s2054,v1,0,0
s2264,v1,0,0
s1120,control,0,0
s515,control,0,0
s1826,v1,0,0
s509,control,0,0
s1895,v1,0,0
s1563,v1,0,0
s2375,v1,0,0
s428,control,0,0
s700,control,0,0
s1386,control,0,0
s1019,control,0,0
s2925,v1,0,0
s2695,v1,0,0
s2687,v1,0,0
s2817,v1,0,0
s2163,v1,0,0
s2411,v1,0,0
s249,control,0,0
s2614,v1,0,0
s1677,v1,0,0
s332,control,0,0
s1127,control,0,0
s1551,v1,0,0
s921,control,0,0
s1345,control,0,0
s29,control,0,0
s1768,v1,0,0
s1258,control,0,0
s461,control,0,0
s2714,v1,0,0
s592,control,0,0
s2648,v1,0,0
s2307,v1,0,0
s675,control,0,0
s2380,v1,0,0
s30,control,0,0
s1538,v1,0,0
s2932,v1,0,0
s1946,v1,0,0
s2455,v1,0,0
s204,control,0,0
s2289,v1,0,0
s2451,v1,0,0
s2200,v1,0,0
s2525,v1,0,0
s214,control,0,0
s2113,v1,0,0
s2152,v1,0,0
s2372,v1,0,0
s2185,v1,0,0
s1891,v1,0,0
s1232,control,0,0
s581,control,0,0
s1600,v1,0,0
s2061,v1,0,0
s1105,control,0,0
s2960,v1,0,0
s1409,control,0,0
s398,control,0,0
s2021,v1,0,0
s2280,v1,0,0
s1646,v1,0,0
s416,control,0,0
s1717,v1,0,0
s99,control,0,0
s666,control,0,0
s2756,v1,0,0
s2196,v1,0,0
s1818,v1,0,0
s2645,v1,0,0
s1476,control,0,0
s117,control,1,96.27
s81,control,0,0
s2679,v1,0,0
s1969,v1,0,0
s121,control,0,0
s974,control,0,0
s471,control,0,0
s644,control,0,0
s2707,v1,0,0
s1215,control,0,0
s31,control,0,0
s213,control,0,0
s2551,v1,0,0
s1106,control,0,0
s2881,v1,0,0
s1548,v1,0,0
s2013,v1,0,0
s2800,v1,0,0
s1376,control,0,0
s2757,v1,1,69.96
s1869,v1,0,0
s69,control,0,0
s2994,v1,0,0
s1192,control,0,0
s2206,v1,1,71.71
s2315,v1,0,0
s1638,v1,0,0
s1196,control,0,0
s2238,v1,0,0
s1108,control,0,0
s1689,v1,0,0
s1259,control,0,0
s209,control,0,0
s259,control,0,0
s2048,v1,0,0
s932,control,0,0
s1793,v1,0,0
s1395,control,0,0
s2449,v1,0,0
s1654,v1,0,0
s1006,control,0,0
s1687,v1,0,0
s293,control,0,0
s2689,v1,0,0
s2438,v1,0,0
s2993,v1,0,0
s1633,v1,0,0
s2835,v1,0,0
s1198,control,0,0
s1171,control,1,58.47
s1212,control,0,0
s208,control,0,0
s138,control,0,0
s2089,v1,0,0
s1703,v1,0,0
s359,control,0,0
s835,control,0,0
s1307,control,0,0
s2406,v1,0,0
s310,control,0,0
s1811,v1,0,0
s2950,v1,0,0
s1880,v1,0,0
s497,control,0,0
s916,control,0,0
s822,control,0,0
s1348,control,0,0
s701,control,0,0
s391,control,0,0
s2942,v1,0,0
s1406,control,0,0
s2462,v1,0,0
s1221,control,0,0
s263,control,0,0
s1073,control,0,0
s411,control,0,0
s1933,v1,0,0
s365,control,0,0
s1455,control,0,0
s2004,v1,0,0
s1852,v1,0,0
s181,control,0,0
s1241,control,0,0
s2774,v1,1,72.25
s1926,v1,0,0
s2954,v1,0,0
s2831,v1,0,0
s774,control,0,0
s819,control,0,0
s342,control,0,0
s764,control,0,0
